x y w logw
0.89671374 0.93935813 7.933051e-04 -3.1006
0.10328626 0.06064187 7.933051e-04 -3.1006
0.10012602 0.91501182 9.060679e-04 -3.0428
0.89987398 0.08498818 9.060679e-04 -3.0428
0.05985387 0.87046423 8.874440e-04 -3.0519
0.94014613 0.12953577 8.874440e-04 -3.0519
0.06364035 0.09969377 8.064171e-04 -3.0934
0.93635965 0.90030623 8.064171e-04 -3.0934
0.58472886 0.89634059 7.182431e-04 -3.1437
0.41527114 0.10365941 7.182431e-04 -3.1437
0.43789497 0.93775668 1.272870e-03 -2.8952
0.56210503 0.06224332 1.272870e-03 -2.8952
0.05945939 0.58718663 9.108853e-04 -3.0405
0.94054061 0.41281337 9.108853e-04 -3.0405
0.08108148 0.37893057 1.363292e-03 -2.8654
0.91891852 0.62106943 1.363292e-03 -2.8654
0.62035322 0.95596144 1.130856e-03 -2.9466
0.37964678 0.04403856 1.130856e-03 -2.9466
0.40704420 0.95377192 9.905009e-04 -3.0041
0.59295580 0.04622808 9.905009e-04 -3.0041
0.05230037 0.60746191 6.113978e-04 -3.2137
0.94769963 0.39253809 6.113978e-04 -3.2137
0.04919605 0.36768552 1.097668e-03 -2.9595
0.95080395 0.63231448 1.097668e-03 -2.9595
0.58293570 0.93878340 1.367313e-03 -2.8641
0.41706430 0.06121660 1.367313e-03 -2.8641
0.37426951 0.93417581 1.162833e-03 -2.9345
0.62573049 0.06582419 1.162833e-03 -2.9345
0.07325942 0.63579440 1.416755e-03 -2.8487
0.92674058 0.36420560 1.416755e-03 -2.8487
0.06566138 0.33479594 1.238185e-03 -2.9072
0.93433862 0.66520406 1.238185e-03 -2.9072
0.65588366 0.93950623 1.274265e-03 -2.8947
0.34411634 0.06049377 1.274265e-03 -2.8947
0.31520234 0.93158832 1.160748e-03 -2.9353
0.68479766 0.06841168 1.160748e-03 -2.9353
0.05548337 0.67218196 1.219824e-03 -2.9137
0.94451663 0.32781804 1.219824e-03 -2.9137
0.04671310 0.30409151 9.724451e-04 -3.0121
0.95328690 0.69590849 9.724451e-04 -3.0121
0.69111671 0.92097538 1.373428e-03 -2.8622
0.30888329 0.07902462 1.373428e-03 -2.8622
0.26620337 0.93688164 9.845890e-04 -3.0067
0.73379663 0.06311836 9.845890e-04 -3.0067
0.04725502 0.72262249 9.946512e-04 -3.0023
0.95274498 0.27737751 9.946512e-04 -3.0023
0.04734629 0.23779765 9.850688e-04 -3.0065
0.95265371 0.76220235 9.850688e-04 -3.0065
