x y w logw
0.78337229 0.94243444 1.081055e-03 -2.9662
0.21662771 0.05756556 1.081055e-03 -2.9662
0.19129264 0.94184348 3.171739e-04 -3.4987
0.80870736 0.05815652 3.171739e-04 -3.4987
0.05972557 0.79707595 7.012471e-04 -3.1541
0.94027443 0.20292405 7.012471e-04 -3.1541
0.04854342 0.17871172 7.933401e-04 -3.1005
0.95145658 0.82128828 7.933401e-04 -3.1005
0.83041816 0.94957647 8.661920e-04 -3.0624
0.16958184 0.05042353 8.661920e-04 -3.0624
0.16052937 0.93516821 8.246153e-04 -3.0837
0.83947063 0.06483179 8.246153e-04 -3.0837
0.05193631 0.81942345 6.572844e-04 -3.1822
0.94806369 0.18057655 6.572844e-04 -3.1822
0.06332401 0.15018654 9.140476e-04 -3.0390
0.93667599 0.84981346 9.140476e-04 -3.0390
0.91684588 0.95749753 6.198845e-04 -3.2077
0.08315412 0.04250247 6.198845e-04 -3.2077
0.10109993 0.95326881 6.170793e-04 -3.2097
0.89890007 0.04673119 6.170793e-04 -3.2097
0.04595351 0.89823548 7.050308e-04 -3.1518
0.95404649 0.10176452 7.050308e-04 -3.1518
0.03312210 0.09787482 5.876603e-04 -3.2309
0.96687790 0.90212518 5.876603e-04 -3.2309
0.93604304 0.94157649 6.420529e-04 -3.1924
0.06395696 0.05842351 6.420529e-04 -3.1924
0.08165906 0.93746150 7.046446e-04 -3.1520
0.91834094 0.06253850 7.046446e-04 -3.1520
0.06289568 0.91913589 7.341222e-04 -3.1342
0.93710432 0.08086411 7.341222e-04 -3.1342
0.04726255 0.07690364 6.322794e-04 -3.1991
0.95273745 0.92309636 6.322794e-04 -3.1991
0.54651923 0.95578382 1.165882e-03 -2.9333
0.45348077 0.04421618 1.165882e-03 -2.9333
0.45496059 0.96411090 9.081414e-04 -3.0418
0.54503941 0.03588910 9.081414e-04 -3.0418
0.05303131 0.52536195 1.062366e-03 -2.9737
0.94696869 0.47463805 1.062366e-03 -2.9737
0.06386922 0.41045607 1.166121e-03 -2.9333
0.93613078 0.58954393 1.166121e-03 -2.9333
0.58458909 0.97003335 9.463809e-04 -3.0239
0.41541091 0.02996665 9.463809e-04 -3.0239
0.42396124 0.97619114 7.726022e-04 -3.1120
0.57603876 0.02380886 7.726022e-04 -3.1120
0.03955901 0.56192042 1.015074e-03 -2.9935
0.96044099 0.43807958 1.015074e-03 -2.9935
0.03626888 0.40493817 9.318699e-04 -3.0306
0.96373112 0.59506183 9.318699e-04 -3.0306
0.65269586 0.97190800 9.147094e-04 -3.0387
0.34730414 0.02809200 9.147094e-04 -3.0387
0.34668692 0.95078709 1.005185e-03 -2.9978
0.65331308 0.04921291 1.005185e-03 -2.9978
0.03963581 0.63330401 9.822835e-04 -3.0078
0.96036419 0.36669599 9.822835e-04 -3.0078
0.03360637 0.33428507 7.404446e-04 -3.1305
0.96639363 0.66571493 7.404446e-04 -3.1305
0.72273753 0.94108485 1.201780e-03 -2.9202
0.27726247 0.05891515 1.201780e-03 -2.9202
0.29239245 0.95335234 9.226913e-04 -3.0349
0.70760755 0.04664766 9.226913e-04 -3.0349
0.03428676 0.67503686 3.419781e-04 -3.4660
0.96571324 0.32496314 3.419781e-04 -3.4660
0.03334535 0.27248548 7.692893e-04 -3.1139
0.96665465 0.72751452 7.692893e-04 -3.1139
0.75556077 0.92133406 1.323477e-03 -2.8783
0.24443923 0.07866594 1.323477e-03 -2.8783
0.24404444 0.91864055 1.079666e-03 -2.9667
0.75595556 0.08135945 1.079666e-03 -2.9667
0.06383477 0.75439061 1.067961e-03 -2.9714
0.93616523 0.24560939 1.067961e-03 -2.9714
0.06478037 0.20631801 1.096568e-03 -2.9600
0.93521963 0.79368199 1.096568e-03 -2.9600
0.80305815 0.96370589 7.764258e-04 -3.1099
0.19694185 0.03629411 7.764258e-04 -3.1099
0.17697699 0.95519500 6.732499e-04 -3.1718
0.82302301 0.04480500 6.732499e-04 -3.1718
0.03223601 0.80460479 6.523774e-04 -3.1855
0.96776399 0.19539521 6.523774e-04 -3.1855
0.03661956 0.15531081 5.173675e-04 -3.2862
0.96338044 0.84468919 5.173675e-04 -3.2862
0.84905991 0.96901021 6.625845e-04 -3.1788
0.15094009 0.03098979 6.625845e-04 -3.1788
0.13885160 0.95416548 6.662711e-04 -3.1763
0.86114840 0.04583452 6.662711e-04 -3.1763
0.02471577 0.83212791 4.954162e-04 -3.3050
0.97528423 0.16787209 4.954162e-04 -3.3050
0.02848484 0.13751069 4.202899e-04 -3.3765
0.97151516 0.86248931 4.202899e-04 -3.3765
0.87371735 0.95532060 7.439835e-04 -3.1284
0.12628265 0.04467940 7.439835e-04 -3.1284
0.12143527 0.93455065 8.167391e-04 -3.0879
0.87856473 0.06544935 8.167391e-04 -3.0879
0.04209107 0.84745886 7.395641e-04 -3.1310
0.95790893 0.15254114 7.395641e-04 -3.1310
0.04717520 0.12267405 7.646496e-04 -3.1165
0.95282480 0.87732595 7.646496e-04 -3.1165
0.93652334 0.99076153 2.502692e-04 -3.6016
0.06347666 0.00923847 2.502692e-04 -3.6016
0.07082434 0.98333061 3.433838e-04 -3.4642
0.92917566 0.01666939 3.433838e-04 -3.4642
0.01314966 0.92446777 3.277437e-04 -3.4845
0.98685034 0.07553223 3.277437e-04 -3.4845
0.01161798 0.05778443 2.765111e-04 -3.5583
0.98838202 0.94221557 2.765111e-04 -3.5583
0.93548785 0.97221588 4.495145e-04 -3.3473
0.06451215 0.02778412 4.495145e-04 -3.3473
0.08532707 0.97053701 4.538657e-04 -3.3431
0.91467293 0.02946299 4.538657e-04 -3.3431
0.03369372 0.92289447 5.454160e-04 -3.2633
0.96630628 0.07710553 5.454160e-04 -3.2633
0.02140011 0.07577913 4.268694e-04 -3.3697
0.97859989 0.92422087 4.268694e-04 -3.3697
0.95251951 0.95903088 4.747001e-04 -3.3236
0.04748049 0.04096912 4.747001e-04 -3.3236
0.06622230 0.95774478 5.527269e-04 -3.2575
0.93377770 0.04225522 5.527269e-04 -3.2575
0.04866669 0.94183061 5.758518e-04 -3.2397
0.95133331 0.05816939 5.758518e-04 -3.2397
0.03308633 0.05693914 4.680964e-04 -3.3297
0.96691367 0.94306086 4.680964e-04 -3.3297
0.54919979 0.98167651 7.372530e-04 -3.1324
0.45080021 0.01832349 7.372530e-04 -3.1324
0.47649404 0.98195784 7.235349e-04 -3.1405
0.52350596 0.01804216 7.235349e-04 -3.1405
0.02692461 0.52407631 8.476647e-04 -3.0718
0.97307539 0.47592369 8.476647e-04 -3.0718
0.02767264 0.45126737 7.530980e-04 -3.1231
0.97232736 0.54873263 7.530980e-04 -3.1231
0.57620605 0.99119430 3.600907e-04 -3.4436
0.42379395 0.00880570 3.600907e-04 -3.4436
0.41841937 0.98663501 1.083310e-04 -3.9652
0.58158063 0.01336499 1.083310e-04 -3.9652
0.01579305 0.55761000 6.814949e-04 -3.1665
0.98420695 0.44239000 6.814949e-04 -3.1665
0.01895629 0.41745650 5.788723e-04 -3.2374
0.98104371 0.58254350 5.788723e-04 -3.2374
0.61620710 0.98309860 7.153307e-04 -3.1455
0.38379290 0.01690140 7.153307e-04 -3.1455
0.38015423 0.96689310 7.896823e-04 -3.1025
0.61984577 0.03310690 7.896823e-04 -3.1025
0.02630966 0.59608656 8.680903e-04 -3.0614
0.97369034 0.40391344 8.680903e-04 -3.0614
0.02733988 0.37161782 3.393158e-04 -3.4694
0.97266012 0.62838218 3.393158e-04 -3.4694
0.68799470 0.98329834 6.508714e-04 -3.1865
0.31200530 0.01670166 6.508714e-04 -3.1865
0.35425909 0.97870650 6.261549e-04 -3.2033
0.64574091 0.02129350 6.261549e-04 -3.2033
0.02186118 0.65269841 7.058215e-04 -3.1513
0.97813882 0.34730159 7.058215e-04 -3.1513
0.02031709 0.36548421 4.851152e-04 -3.3142
0.97968291 0.63451579 4.851152e-04 -3.3142
0.68807010 0.95779400 1.075136e-03 -2.9685
0.31192990 0.04220600 1.075136e-03 -2.9685
0.32241744 0.96739218 7.928403e-04 -3.1008
0.67758256 0.03260782 7.928403e-04 -3.1008
0.03284273 0.69496885 6.281249e-04 -3.2020
0.96715727 0.30503115 6.281249e-04 -3.2020
0.02485636 0.32399228 2.259338e-04 -3.6460
0.97514364 0.67600772 2.259338e-04 -3.6460
0.72030629 0.97243763 8.074369e-04 -3.0929
0.27969371 0.02756237 8.074369e-04 -3.0929
0.25093067 0.96308834 8.848842e-04 -3.0531
0.74906933 0.03691166 8.848842e-04 -3.0531
0.02725653 0.74104864 7.700415e-04 -3.1135
0.97274347 0.25895136 7.700415e-04 -3.1135
0.02449638 0.24484156 5.161911e-04 -3.2872
0.97550362 0.75515844 5.161911e-04 -3.2872
0.75235058 0.95887380 9.476456e-04 -3.0234
0.24764942 0.04112620 9.476456e-04 -3.0234
0.22362152 0.94657531 9.919860e-04 -3.0035
0.77637848 0.05342469 9.919860e-04 -3.0035
0.04148608 0.77146345 8.663807e-04 -3.0623
0.95851392 0.22853655 8.663807e-04 -3.0623
0.03417455 0.20710266 7.291021e-04 -3.1372
0.96582545 0.79289734 7.291021e-04 -3.1372
0.82253899 0.97966191 5.307230e-04 -3.2751
0.17746101 0.02033809 5.307230e-04 -3.2751
0.15431316 0.97156881 6.090105e-04 -3.2154
0.84568684 0.02843119 6.090105e-04 -3.2154
0.01261728 0.81321530 4.336342e-04 -3.3629
0.98738272 0.18678470 4.336342e-04 -3.3629
0.01576017 0.15678063 3.874357e-04 -3.4118
0.98423983 0.84321937 3.874357e-04 -3.4118
0.87162156 0.98191884 4.877925e-04 -3.3118
0.12837844 0.01808116 4.877925e-04 -3.3118
0.12901495 0.98293409 4.076967e-04 -3.3897
0.87098505 0.01706591 4.076967e-04 -3.3897
0.01754867 0.85652139 4.143936e-04 -3.3826
0.98245133 0.14347861 4.143936e-04 -3.3826
0.00924316 0.13382986 2.935277e-04 -3.5324
0.99075684 0.86617014 2.935277e-04 -3.5324
0.89527584 0.97091220 5.682792e-04 -3.2454
0.10472416 0.02908780 5.682792e-04 -3.2454
0.11793447 0.96833165 4.749887e-04 -3.3233
0.88206553 0.03166835 4.749887e-04 -3.3233
0.03109611 0.87575815 6.144261e-04 -3.2115
0.96890389 0.12424185 6.144261e-04 -3.2115
0.01989240 0.11694203 4.250187e-04 -3.3716
0.98010760 0.88305797 4.250187e-04 -3.3716
0.95262562 0.99664907 1.272532e-04 -3.8953
0.04737438 0.00335093 1.272532e-04 -3.8953
0.05524039 0.99162289 2.244208e-04 -3.6489
0.94475961 0.00837711 2.244208e-04 -3.6489
0.00665170 0.94359718 2.017900e-04 -3.6951
0.99334830 0.05640282 2.017900e-04 -3.6951
0.00571404 0.03937401 1.481378e-04 -3.8293
0.99428596 0.96062599 1.481378e-04 -3.8293
0.95359941 0.98290578 3.015884e-04 -3.5206
0.04640059 0.01709422 3.015884e-04 -3.5206
0.05132475 0.97341912 4.057005e-04 -3.3918
0.94867525 0.02658088 4.057005e-04 -3.3918
0.02290915 0.94372645 3.888416e-04 -3.4102
0.97709085 0.05627355 3.888416e-04 -3.4102
0.02042406 0.04112478 3.164764e-04 -3.4997
0.97957594 0.95887522 3.164764e-04 -3.4997
0.65363688 0.99104666 4.663856e-04 -3.3313
0.34636312 0.00895334 4.663856e-04 -3.3313
0.38933534 0.98655165 5.370043e-04 -3.2700
0.61066466 0.01344835 5.370043e-04 -3.2700
0.01284988 0.61806426 5.569609e-04 -3.2542
0.98715012 0.38193574 5.569609e-04 -3.2542
0.01086749 0.38766734 4.165494e-04 -3.3803
0.98913251 0.61233266 4.165494e-04 -3.3803
0.62316756 0.99681176 2.719898e-04 -3.5654
0.37683244 0.00318824 2.719898e-04 -3.5654
0.35194503 0.99353427 4.238603e-04 -3.3728
0.64805497 0.00646573 4.238603e-04 -3.3728
0.00334735 0.62914319 2.677381e-04 -3.5723
0.99665265 0.37085681 2.677381e-04 -3.5723
0.00433747 0.35778351 2.823312e-04 -3.5492
0.99566253 0.64221649 2.823312e-04 -3.5492
0.68729482 0.99626010 2.319465e-04 -3.6346
0.31270518 0.00373990 2.319465e-04 -3.6346
0.31601447 0.98632147 5.812450e-04 -3.2356
0.68398553 0.01367853 5.812450e-04 -3.2356
0.00867739 0.66710145 4.561542e-04 -3.3409
0.99132261 0.33289855 4.561542e-04 -3.3409
0.01138513 0.33321007 4.973210e-04 -3.3034
0.98861487 0.66678993 4.973210e-04 -3.3034
0.74733474 0.98504714 5.036970e-04 -3.2978
0.25266526 0.01495286 5.036970e-04 -3.2978
0.28209830 0.97625789 7.427652e-04 -3.1291
0.71790170 0.02374211 7.427652e-04 -3.1291
0.01713028 0.70114840 5.766298e-04 -3.2391
0.98286972 0.29885160 5.766298e-04 -3.2391
0.01935759 0.29704236 6.362774e-04 -3.1964
0.98064241 0.70295764 6.362774e-04 -3.1964
0.77502109 0.97566152 6.436797e-04 -3.1913
0.22497891 0.02433848 6.436797e-04 -3.1913
0.20161865 0.96730208 7.194517e-04 -3.1430
0.79838135 0.03269792 7.194517e-04 -3.1430
0.01921918 0.77865934 6.034857e-04 -3.2193
0.98078082 0.22134066 6.034857e-04 -3.2193
0.02363501 0.18077664 5.219948e-04 -3.2823
0.97636499 0.81922336 5.219948e-04 -3.2823
0.81371870 0.99525913 2.141060e-04 -3.6694
0.18628130 0.00474087 2.141060e-04 -3.6694
0.20619948 0.99098535 4.227412e-04 -3.3739
0.79380052 0.00901465 4.227412e-04 -3.3739
0.00377617 0.77157747 1.231684e-04 -3.9095
0.99622383 0.22842253 1.231684e-04 -3.9095
0.00572145 0.22423876 2.673924e-04 -3.5729
0.99427855 0.77576124 2.673924e-04 -3.5729
0.79857215 0.98722140 3.106436e-04 -3.5077
0.20142785 0.01277860 3.106436e-04 -3.5077
0.17907114 0.98209548 5.224504e-04 -3.2820
0.82092886 0.01790452 5.224504e-04 -3.2820
0.00932313 0.75259539 3.156987e-04 -3.5007
0.99067687 0.24740461 3.156987e-04 -3.5007
0.00986174 0.19033849 3.735262e-04 -3.4277
0.99013826 0.80966151 3.735262e-04 -3.4277
0.89421087 0.99081735 3.146351e-04 -3.5022
0.10578913 0.00918265 3.146351e-04 -3.5022
0.10742338 0.99145334 1.637967e-04 -3.7857
0.89257662 0.00854666 1.637967e-04 -3.7857
0.01126065 0.87996691 3.219092e-04 -3.4923
0.98873935 0.12003309 3.219092e-04 -3.4923
0.00401373 0.11256677 1.878466e-04 -3.7262
0.99598627 0.88743323 1.878466e-04 -3.7262
0.91594738 0.98275629 3.951205e-04 -3.4033
0.08405262 0.01724371 3.951205e-04 -3.4033
0.10178803 0.98092243 2.792222e-04 -3.5541
0.89821197 0.01907757 2.792222e-04 -3.5541
0.02130966 0.90161271 4.705699e-04 -3.3274
0.97869034 0.09838729 4.705699e-04 -3.3274
0.01171926 0.09549782 3.202868e-04 -3.4945
0.98828074 0.90450218 3.202868e-04 -3.4945
0.97331652 0.99869455 4.070453e-05 -4.3904
0.02668348 0.00130545 4.070453e-05 -4.3904
0.04035998 0.99692318 1.174121e-04 -3.9303
0.95964002 0.00307682 1.174121e-04 -3.9303
0.00225645 0.95948948 9.765922e-05 -4.0103
0.99774355 0.04051052 9.765922e-05 -4.0103
0.00139476 0.02714065 5.699187e-05 -4.2442
0.99860524 0.97285935 5.699187e-05 -4.2442
0.96754940 0.99167200 1.759024e-04 -3.7547
0.03245060 0.00832800 1.759024e-04 -3.7547
0.03698648 0.98475096 2.645117e-04 -3.5776
0.96301352 0.01524904 2.645117e-04 -3.5776
0.01379388 0.96045641 2.502009e-04 -3.6017
0.98620612 0.03954359 2.502009e-04 -3.6017
0.01172894 0.02623204 1.864828e-04 -3.7294
0.98827106 0.97376796 1.864828e-04 -3.7294
0.98197852 0.99620939 7.686471e-05 -4.1143
0.01802148 0.00379061 7.686471e-05 -4.1143
0.02435678 0.99266463 1.492420e-04 -3.8261
0.97564322 0.00733537 1.492420e-04 -3.8261
0.00689151 0.97345124 1.383819e-04 -3.8589
0.99310849 0.02654876 1.383819e-04 -3.8589
0.00449266 0.01643398 8.682659e-05 -4.0613
0.99550734 0.98356602 8.682659e-05 -4.0613
0.54038636 0.99701856 2.572337e-04 -3.5897
0.45961364 0.00298144 2.572337e-04 -3.5897
0.44467179 0.99107898 4.765523e-04 -3.3219
0.55532821 0.00892102 4.765523e-04 -3.3219
0.00823259 0.51813347 4.866633e-04 -3.3128
0.99176741 0.48186653 4.866633e-04 -3.3128
0.00980131 0.44801032 4.812194e-04 -3.3177
0.99019869 0.55198968 4.812194e-04 -3.3177
0.59072846 0.99294743 1.859365e-04 -3.7306
0.40927154 0.00705257 1.859365e-04 -3.7306
0.40446338 0.99600660 3.022566e-04 -3.5196
0.59553662 0.00399340 3.022566e-04 -3.5196
0.00626690 0.58212735 3.943132e-04 -3.4042
0.99373310 0.41787265 3.943132e-04 -3.4042
0.00436306 0.41215463 2.886199e-04 -3.5397
0.99563694 0.58784537 2.886199e-04 -3.5397
0.59401934 0.99957318 7.318815e-05 -4.1356
0.40598066 0.00042682 7.318815e-05 -4.1356
0.37364382 0.99920614 1.234538e-04 -3.9085
0.62635618 0.00079386 1.234538e-04 -3.9085
0.00048622 0.59193176 9.881977e-05 -4.0052
0.99951378 0.40806824 9.881977e-05 -4.0052
0.00071807 0.38269808 1.089383e-04 -3.9628
0.99928193 0.61730192 1.089383e-04 -3.9628
0.73279282 0.99938757 8.631167e-05 -4.0639
0.26720718 0.00061243 8.631167e-05 -4.0639
0.26917903 0.99943711 9.962066e-05 -4.0017
0.73082097 0.00056289 9.962066e-05 -4.0017
0.00008636 0.70135765 4.003669e-05 -4.3975
0.99991364 0.29864235 4.003669e-05 -4.3975
0.00073751 0.27638195 9.259235e-05 -4.0334
0.99926249 0.72361805 9.259235e-05 -4.0334
0.70491659 0.99858506 7.281147e-05 -4.1378
0.29508341 0.00141494 7.281147e-05 -4.1378
0.28956965 0.99467932 3.473660e-04 -3.4592
0.71043035 0.00532068 3.473660e-04 -3.4592
0.00150885 0.67339463 1.283069e-04 -3.8917
0.99849115 0.32660537 1.283069e-04 -3.8917
0.00522978 0.29765398 3.459361e-04 -3.4610
0.99477022 0.70234602 3.459361e-04 -3.4610
0.72070949 0.99210496 3.848147e-04 -3.4147
0.27929051 0.00789504 3.848147e-04 -3.4147
0.25749662 0.98830036 5.001319e-04 -3.3009
0.74250338 0.01169964 5.001319e-04 -3.3009
0.00480769 0.70798966 2.987266e-04 -3.5247
0.99519231 0.29201034 2.987266e-04 -3.5247
0.01112463 0.26220021 4.954247e-04 -3.3050
0.98887537 0.73779979 4.954247e-04 -3.3050
0.78140973 0.99167538 2.426966e-04 -3.6149
0.21859027 0.00832462 2.426966e-04 -3.6149
0.22779313 0.97918758 6.310976e-04 -3.1999
0.77220687 0.02081242 6.310976e-04 -3.1999
0.01268592 0.73170934 2.819421e-04 -3.5498
0.98731408 0.26829066 2.819421e-04 -3.5498
0.01695174 0.22020205 4.781866e-04 -3.3204
0.98304826 0.77979795 4.781866e-04 -3.3204
0.84400917 0.98975716 3.660076e-04 -3.4365
0.15599083 0.01024284 3.660076e-04 -3.4365
0.17599667 0.98697934 3.585967e-05 -4.4454
0.82400333 0.01302066 3.585967e-05 -4.4454
0.00632467 0.78807588 2.161513e-04 -3.6652
0.99367533 0.21192412 2.161513e-04 -3.6652
0.00192279 0.19453603 1.386135e-04 -3.8582
0.99807721 0.80546397 1.386135e-04 -3.8582
0.88171914 0.99800259 9.790268e-05 -4.0092
0.11828086 0.00199741 9.790268e-05 -4.0092
0.12318876 0.99658045 2.036540e-04 -3.6911
0.87681124 0.00341955 2.036540e-04 -3.6911
0.00263710 0.87110516 1.786735e-04 -3.7479
0.99736290 0.12889484 1.786735e-04 -3.7479
0.00082233 0.09487748 7.212456e-05 -4.1419
0.99917767 0.90512252 7.212456e-05 -4.1419
0.91712470 0.99615446 1.748214e-04 -3.7574
0.08287530 0.00384554 1.748214e-04 -3.7574
0.09104503 0.99091280 2.032214e-04 -3.6920
0.90895497 0.00908720 2.032214e-04 -3.6920
0.00622242 0.90238793 2.244729e-04 -3.6488
0.99377758 0.09761207 2.244729e-04 -3.6488
0.00525639 0.07727328 1.923763e-04 -3.7158
0.99474361 0.92272672 1.923763e-04 -3.7158
0.93520896 0.99930434 5.825193e-05 -4.2347
0.06479104 0.00069566 5.825193e-05 -4.2347
0.07606561 0.99667883 1.650298e-04 -3.7824
0.92393439 0.00332117 1.650298e-04 -3.7824
0.00237709 0.92249609 1.286842e-04 -3.8905
0.99762291 0.07750391 1.286842e-04 -3.8905
0.00241832 0.05496952 8.258858e-05 -4.0831
0.99758168 0.94503048 8.258858e-05 -4.0831
0.02748524 0.99951448 3.229991e-05 -4.4908
0.97251476 0.00048552 3.229991e-05 -4.4908
0.00038829 0.97428740 2.692395e-05 -4.5699
0.99961171 0.02571260 2.692395e-05 -4.5699
0.98887141 0.99965064 1.753602e-05 -4.7561
0.01112859 0.00034936 1.753602e-05 -4.7561
0.00891976 0.99144981 4.390409e-05 -4.3575
0.99108024 0.00855019 4.390409e-05 -4.3575
0.00294841 0.98426685 6.120321e-05 -4.2132
0.99705159 0.01573315 6.120321e-05 -4.2132
0.00163150 0.00627018 2.737638e-05 -4.5626
0.99836850 0.99372982 2.737638e-05 -4.5626
0.56674133 0.99861090 8.441717e-05 -4.0736
0.43325867 0.00138910 8.441717e-05 -4.0736
0.43773741 0.99919800 1.310084e-04 -3.8827
0.56226259 0.00080200 1.310084e-04 -3.8827
0.00213283 0.54498011 2.357247e-04 -3.6276
0.99786717 0.45501989 2.357247e-04 -3.6276
0.00083637 0.43934374 1.248388e-04 -3.9037
0.99916363 0.56065626 1.248388e-04 -3.9037
0.65917028 0.99942185 9.928601e-05 -4.0031
0.34082972 0.00057815 9.928601e-05 -4.0031
0.32221464 0.99857734 1.810964e-04 -3.7421
0.67778536 0.00142266 1.810964e-04 -3.7421
0.00058241 0.64405443 4.455531e-05 -4.3511
0.99941759 0.35594557 4.455531e-05 -4.3511
0.00101496 0.32646177 1.372370e-04 -3.8625
0.99898504 0.67353823 1.372370e-04 -3.8625
0.75954532 0.99652707 2.491812e-04 -3.6035
0.24045468 0.00347293 2.491812e-04 -3.6035
0.23658285 0.99665185 2.705837e-04 -3.5677
0.76341715 0.00334815 2.705837e-04 -3.5677
0.00165098 0.73967578 1.604275e-04 -3.7947
0.99834902 0.26032422 1.604275e-04 -3.7947
0.00260601 0.24978845 1.639667e-04 -3.7852
0.99739399 0.75021155 1.639667e-04 -3.7852
0.83105000 0.99815856 1.155543e-04 -3.9372
0.16895000 0.00184144 1.155543e-04 -3.9372
0.17631669 0.99673433 2.403293e-04 -3.6192
0.82368331 0.00326567 2.403293e-04 -3.6192
0.00210278 0.81320537 1.759330e-04 -3.7547
0.99789722 0.18679463 1.759330e-04 -3.7547
0.00042663 0.16954852 4.089885e-05 -4.3883
0.99957337 0.83045148 4.089885e-05 -4.3883
0.86485916 0.99532533 1.877200e-04 -3.7265
0.13514084 0.00467467 1.877200e-04 -3.7265
0.15042185 0.99102801 3.604656e-04 -3.4431
0.84957815 0.00897199 3.604656e-04 -3.4431
0.00664193 0.84259934 3.105335e-04 -3.5079
0.99335807 0.15740066 3.105335e-04 -3.5079
0.00434382 0.16089267 2.320369e-04 -3.6344
0.99565618 0.83910733 2.320369e-04 -3.6344
0.85325900 0.99975086 4.564822e-05 -4.3406
0.14674100 0.00024914 4.564822e-05 -4.3406
0.14751641 0.99945744 7.931818e-05 -4.1006
0.85248359 0.00054256 7.931818e-05 -4.1006
0.00037002 0.84398241 5.993209e-05 -4.2223
0.99962998 0.15601759 5.993209e-05 -4.2223
0.00087696 0.13499830 9.109728e-05 -4.0405
0.99912304 0.86500170 9.109728e-05 -4.0405
0.90119380 0.99944284 5.207552e-05 -4.2834
0.09880620 0.00055716 5.207552e-05 -4.2834
0.09859880 0.99932259 7.592812e-05 -4.1196
0.90140120 0.00067741 7.592812e-05 -4.1196
0.00046483 0.89657695 5.924536e-05 -4.2273
0.99953517 0.10342305 5.924536e-05 -4.2273
0.00075857 0.06903833 4.117841e-05 -4.3853
0.99924143 0.93096167 4.117841e-05 -4.3853
0.96278537 0.99969222 2.108221e-05 -4.6761
0.03721463 0.00030778 2.108221e-05 -4.6761
0.05794191 0.99948260 5.122649e-05 -4.2905
0.94205809 0.00051740 5.122649e-05 -4.2905
0.00033290 0.94080978 3.758075e-05 -4.4250
0.99966710 0.05919022 3.758075e-05 -4.4250
0.00029475 0.04321500 2.345827e-05 -4.6297
0.99970525 0.95678500 2.345827e-05 -4.6297
0.01450231 0.99781466 6.033630e-05 -4.2194
0.98549769 0.00218534 6.033630e-05 -4.2194
0.00070075 0.99103492 1.844669e-05 -4.7341
0.99929925 0.00896508 1.844669e-05 -4.7341
0.00018859 0.01286505 1.290189e-05 -4.8893
0.99981141 0.98713495 1.290189e-05 -4.8893
0.00585428 0.99976492 1.136640e-05 -4.9444
0.99414572 0.00023508 1.136640e-05 -4.9444
0.00118645 0.99804306 1.434253e-05 -4.8434
0.99881355 0.00195694 1.434253e-05 -4.8434
0.00063520 0.00063804 5.123054e-06 -5.2905
0.99936480 0.99936196 5.123054e-06 -5.2905
0.79093404 0.99935357 9.681010e-05 -4.0141
0.20906596 0.00064643 9.681010e-05 -4.0141
0.20557657 0.99949087 8.701609e-05 -4.0604
0.79442343 0.00050913 8.701609e-05 -4.0604
0.00024618 0.77812625 5.643203e-05 -4.2485
0.99975382 0.22187375 5.643203e-05 -4.2485
0.00024427 0.22201658 4.929338e-05 -4.3072
0.99975573 0.77798342 4.929338e-05 -4.3072
