# Designed quadrature rule — Legendre / uniform (Le) family
# family: legendre
# weight function: uniform on the unit cube, density 1 on [0,1]^d (Lebesgue measure, the unit cube frame of the bank)
# normalization: total mass 1, so the weights sum to 1
# verified: sum of weights = 1   (|sum w - 1| = 2.490e-18)
# domain: [0,1]^d
# d: 2   p: 63   q: 32   n: 692
# exactness: all monomials of total degree <= p
# verified max relative monomial error (BigFloat, 192 bits): 4.319889e-18
# relative error definition: |sum_s w_s prod_k x_sk^a_k - E[x^a]| / max(sum_s |w_s| prod_k |x_sk|^a_k, 1)
# project relative gate: 1.0e-11 (passed)
# min weight: 9.3172813924490392e-06   max weight: 0.0040793684066123409   (all weights positive)
# node range: [4.9430351953863072e-07, 0.99999950569648044] (all nodes strictly inside the cube)
# source file: rules/legendre_d2_p63_n692.csv   (local tree: sync)
# source sha256: b59e3b068ed1db7842acfd7ff6188a38453863eaa3a27ccb93589e8813621757
# precision shipped: Float64 round-trip (17 significant digits)
# credit: ours
# credit note: our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_299.out), banked 2026-09-09T15:16:00Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work
# credit evidence grade: cluster-find-ledger
# credit evidence: a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_299.out), banked 2026-09-09T15:16:00Z
# lineage parent: unrecorded
# lineage chain root: unrecorded
# credit vocabulary: ours | derived-from:<rule> (<paper>) | transcribed:<source> | same-rule:<source> | unrecorded
# tie: no-tie
# tie note: Diallo and Worku, arXiv:2601.14488: published count(s) 709 for this cell, ours is 692; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 709 for this cell, ours is 692
# tie vocabulary: same-rule:<source> | distinct:<source> (equal count, different node set) | unestablished:<source> | no-tie | no-published-count-on-record
# extended precision: twin-shipped
# Float64 file origin: round-down of the extended twin (row order shared with rules_extended/); the source file above is the bank file the twin was refined from
# extended-precision twin: rules_extended/legendre_d2_p63_q32_n692.mp.csv (80 digits, verified rel err 1.058833e-74)
# Float64 file: round-down of the extended twin (row order shared): row i here is row i of the twin rounded to Float64
# extended-precision source sha256: 10bce2ae6a31e7e8150194d4ccc74a5f02d254ba57ecbd986522304b87115e7b
# generated: 2026-09-19T14:47:21 by make_publish.jl
# columns: x1,x2,w
x1,x2,w
0.9739983514796302,0.9805611983814396,0.0003291036142532309
0.026001648520369753,0.019438801618560358,0.0003291036142532309
0.8371275653861201,0.555156183776779,0.0017699091128796222
0.16287243461387993,0.444843816223221,0.0017699091128796222
0.0035254988043045806,0.9819743913170793,0.00010331622554169388
0.9964745011956955,0.018025608682920725,0.00010331622554169388
0.5758220667910077,0.001697839790681266,0.00028088303711679396
0.42417793320899233,0.9983021602093187,0.00028088303711679396
0.5371743815636136,0.02894865253057228,0.0013774288932640391
0.46282561843638637,0.9710513474694277,0.0013774288932640391
0.2934987913985646,0.2288889358556982,0.0020367288486918197
0.7065012086014354,0.7711110641443019,0.0020367288486918197
0.5817343239134309,0.5643674342555912,0.0021034257991968527
0.4182656760865691,0.4356325657444088,0.0021034257991968527
0.562809242611661,0.7433481653144278,0.00365468359333264
0.43719075738833896,0.2566518346855721,0.00365468359333264
0.9718578886400441,0.9532473700115569,0.0005721262288038115
0.02814211135995593,0.046752629988443074,0.0005721262288038115
0.0897003682757895,0.32267948809216884,0.001516445663466505
0.9102996317242105,0.6773205119078312,0.001516445663466505
0.9086717302523035,0.9687029195886947,0.0008199565080246581
0.0913282697476965,0.031297080411305266,0.0008199565080246581
0.004759770469739169,0.01863364300338923,0.000137386054279413
0.9952402295302608,0.9813663569966108,0.000137386054279413
0.2836579002846317,0.9346738381361597,0.001927124622074278
0.7163420997153683,0.06532616186384037,0.001927124622074278
0.5371353286614816,0.6001834688688804,0.0032347098013965404
0.4628646713385184,0.3998165311311196,0.0032347098013965404
0.8970169210053507,0.22196914009932575,0.0021608088205051917
0.10298307899464931,0.7780308599006742,0.0021608088205051917
0.9944757489101655,0.9110149275240639,0.0003215229270242625
0.005524251089834486,0.08898507247593608,0.0003215229270242625
0.9688324025125531,0.7712772871945358,0.0010944011222964265
0.03116759748744694,0.22872271280546416,0.0010944011222964265
0.5787656746231273,0.147037730469961,0.0030103250112552982
0.4212343253768726,0.852962269530039,0.0030103250112552982
0.8328544320708738,0.15025405563775202,0.002285674147903307
0.16714556792912616,0.8497459443622479,0.002285674147903307
0.9875609158633546,0.8817712603802619,0.0005606311129143572
0.01243908413664542,0.11822873961973812,0.0005606311129143572
0.16084906190706144,0.5368240709798837,0.001692572818934397
0.8391509380929385,0.4631759290201163,0.001692572818934397
0.7828770067104052,0.769168645665199,0.0025866107635508446
0.2171229932895949,0.23083135433480093,0.0025866107635508446
0.0005164254621262224,0.8669992246049653,8.460669931507306e-5
0.9994835745378737,0.13300077539503471,8.460669931507306e-5
0.8039786691817731,0.9960813603099978,0.0003415449107021552
0.19602133081822692,0.0039186396900022,0.0003415449107021552
0.2753165833306278,0.0037174810906145553,0.0003737397329027984
0.7246834166693722,0.9962825189093855,0.0003737397329027984
