# Designed quadrature rule — Legendre / uniform (Le) family
# family: legendre
# weight function: uniform on the unit cube, density 1 on [0,1]^d (Lebesgue measure, the unit cube frame of the bank)
# normalization: total mass 1, so the weights sum to 1
# verified: sum of weights = 1   (|sum w - 1| = 1.762e-18)
# domain: [0,1]^d
# d: 2   p: 53   q: 27   n: 492
# exactness: all monomials of total degree <= p
# verified max relative monomial error (BigFloat, 192 bits): 1.934627e-18
# relative error definition: |sum_s w_s prod_k x_sk^a_k - E[x^a]| / max(sum_s |w_s| prod_k |x_sk|^a_k, 1)
# project relative gate: 1.0e-11 (passed)
# min weight: 4.9088006798394721e-05   max weight: 0.0054596670626738762   (all weights positive)
# node range: [0.00025167438706160609, 0.99974832561293836] (all nodes strictly inside the cube)
# source file: rules/legendre_d2_p53_n492.csv   (local tree: sync)
# source sha256: 92dab05bbc5f701400dee3cc125488d5ffdfa94b153beff179c3126912126f87
# precision shipped: Float64 round-trip (17 significant digits)
# credit: ours
# credit note: our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_290.out), banked 2026-09-09T14:36:44Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work
# credit evidence grade: cluster-find-ledger
# credit evidence: a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_290.out), banked 2026-09-09T14:36:44Z
# lineage parent: unrecorded
# lineage chain root: unrecorded
# credit vocabulary: ours | derived-from:<rule> (<paper>) | transcribed:<source> | same-rule:<source> | unrecorded
# tie: no-tie
# tie note: Festa and Sommariva 2012, J. Comput. Appl. Math. 236(17), 4296-4302: published count(s) 498 for this cell, ours is 492; Diallo and Worku, arXiv:2601.14488: published count(s) 501 for this cell, ours is 492; literature survey (publish/shared/literature_best.tsv, source key festa_sommariva2012): best published count 498 for this cell, ours is 492
# tie vocabulary: same-rule:<source> | distinct:<source> (equal count, different node set) | unestablished:<source> | no-tie | no-published-count-on-record
# extended precision: twin-shipped
# Float64 file origin: round-down of the extended twin (row order shared with rules_extended/); the source file above is the bank file the twin was refined from
# extended-precision twin: rules_extended/legendre_d2_p53_q27_n492.mp.csv (80 digits, verified rel err 7.138826e-75)
# Float64 file: round-down of the extended twin (row order shared): row i here is row i of the twin rounded to Float64
# the twin rounded to IEEE binary128 (Float128): verified rel err 3.446511e-36 (0.02 eps128)
# extended-precision source sha256: 5c2f943387159f1860e12835a7504875f9f7ceab0c576b769ba53a93c4dc58d7
# generated: 2026-09-20T18:05:39 by make_publish.jl
# columns: x1,x2,w
x1,x2,w
0.3128739795701895,0.43645367773668664,0.005446928099397645
0.6871260204298105,0.5635463222633134,0.005446928099397645
0.4183136360640597,0.8920586383878509,0.0033305748521169436
0.5816863639359403,0.10794136161214904,0.0033305748521169436
0.9553467767571564,0.28657081467146117,0.002123182639336083
0.04465322324284363,0.7134291853285388,0.002123182639336083
0.9972809056113078,0.8023424910141541,0.00021390250843199112
0.002719094388692212,0.19765750898584591,0.00021390250843199112
0.5042575819393771,0.44527896114442506,0.0047691151301035685
0.49574241806062297,0.554721038855575,0.0047691151301035685
0.004516437645554653,0.841176479757689,0.000467524639456106
0.9954835623544454,0.15882352024231092,0.000467524639456106
0.9426465240343253,0.5283989407923205,0.002609370207097001
0.05735347596567474,0.4716010592076795,0.002609370207097001
0.8055328385190897,0.8295475735530243,0.003522248145547406
0.19446716148091023,0.17045242644697567,0.003522248145547406
0.03304830389347492,0.3055227625839237,0.0017921217662653338
0.9669516961065251,0.6944772374160763,0.0017921217662653338
0.5971923392488288,0.010766052266884884,0.0010074205347033554
0.4028076607511712,0.9892339477331151,0.0010074205347033554
0.19725902565963377,0.10381742187410323,0.0007324415543247014
0.8027409743403663,0.8961825781258967,0.0007324415543247014
0.8696567688027185,0.1533267064420595,0.002818114212417097
0.1303432311972815,0.8466732935579405,0.002818114212417097
0.08579491424616556,0.12707807353883266,0.0022148016760155293
0.9142050857538344,0.8729219264611674,0.0022148016760155293
0.4355883947898272,0.14706347629296757,0.0019343926520225007
0.5644116052101729,0.8529365237070324,0.0019343926520225007
0.7969465238216865,0.08856087926656106,0.0002705737049582203
0.20305347617831354,0.9114391207334389,0.0002705737049582203
0.9857014430731473,0.05988370272054048,0.0006226552367521772
0.014298556926852689,0.9401162972794596,0.0006226552367521772
0.6961832478288634,0.3449397026399896,0.005024326516665448
0.3038167521711366,0.6550602973600105,0.005024326516665448
0.29087219693619487,0.043498302963970226,0.0020716821804875616
0.7091278030638051,0.9565016970360297,0.0020716821804875616
0.0675011136468466,0.9187265517468854,0.0016186418886712161
0.9324988863531534,0.08127344825311453,0.0016186418886712161
0.1183517049901091,0.0002516743870616061,9.40458485832026e-5
0.881648295009891,0.9997483256129384,9.40458485832026e-5
0.02983664122639688,0.0026904708911645375,0.00013302899738575026
0.9701633587736032,0.9973095291088354,0.00013302899738575026
0.25566504439591026,0.7068984067016564,0.004580859892462027
0.7443349556040898,0.2931015932983436,0.004580859892462027
0.6835894713261483,0.2599124600638964,0.0044357493466351035
0.3164105286738517,0.7400875399361035,0.0044357493466351035
0.9740428805710019,0.23935850133535072,0.0014833032572280776
0.02595711942899811,0.7606414986646493,0.0014833032572280776
0.2452282990504708,0.024734125017596205,0.0014472495150320834
0.7547717009495292,0.9752658749824038,0.0014472495150320834
0.798875190781568,0.9866939533393585,0.0002333982314421753
0.20112480921843204,0.013306046660641517,0.0002333982314421753
0.9565367115345339,0.05295921164396147,0.0010799472403685596
0.04346328846546606,0.9470407883560386,0.0010799472403685596
0.35740240698167697,0.28637113069164116,0.0038765548036861362
0.642597593018323,0.7136288693083588,0.0038765548036861362
0.9288560361351468,0.2429032257177647,0.0025352878665975335
0.07114396386485322,0.7570967742822353,0.0025352878665975335
0.6911293373974923,0.6663508888479961,0.0050360098590782575
0.30887066260250773,0.3336491111520039,0.0050360098590782575
0.5246216085569564,0.1432148543366543,0.003969697448994098
0.4753783914430436,0.8567851456633457,0.003969697448994098
0.5832392311149289,0.7700573850630752,0.004419070799156716
0.4167607688850711,0.2299426149369248,0.004419070799156716
0.7784789384539483,0.9988604715304511,0.0002297960308349118
0.22152106154605167,0.001139528469548935,0.0002297960308349118
0.23990476111174386,0.06607367069176014,0.0023715549663657996
0.7600952388882561,0.9339263293082398,0.0023715549663657996
0.24074702762695868,0.9896781971359419,0.0006733722317543418
0.7592529723730413,0.010321802864058146,0.0006733722317543418
0.8583539194869902,0.007982717480236665,0.0006772940279298951
0.1416460805130098,0.9920172825197633,0.0006772940279298951
0.26291996803045514,0.006123425330541521,0.0006262951500821695
0.7370800319695449,0.9938765746694584,0.0006262951500821695
0.17724102111714266,0.8738438707779703,0.002756377609593523
0.8227589788828573,0.12615612922202965,0.002756377609593523
0.5792355210300083,0.05005453496444221,0.002110603528511305
0.42076447896999164,0.9499454650355578,0.002110603528511305
0.5115319903862943,0.0005357017944224124,0.00015776890308254505
0.4884680096137057,0.9994642982055776,0.00015776890308254505
0.9644748843299181,0.9789414088408994,0.0005857976110462275
0.03552511567008189,0.021058591159100637,0.0005857976110462275
0.9729903442910327,0.15685153470755234,0.0013281492665325268
0.027009655708967264,0.8431484652924477,0.0013281492665325268
0.9857721228645455,0.8542055613004578,0.0006614082475419931
0.01422787713545447,0.14579443869954228,0.0006614082475419931
0.05130007659112966,0.34809987543654897,0.0016751543556240596
0.9486999234088703,0.651900124563451,0.0016751543556240596
0.8230967469365208,0.0018113415274978255,0.0002789293191520857
0.1769032530634792,0.9981886584725022,0.0002789293191520857
0.07571789981817766,0.9937141849196525,0.00047335943311426106
0.9242821001818223,0.006285815080347487,0.00047335943311426106
0.06856632132135257,0.6622917026589784,0.0027794008265355913
0.9314336786786475,0.3377082973410216,0.0027794008265355913
0.15636149765295865,0.3166464351867892,0.0034380329944190074
0.8436385023470414,0.6833535648132107,0.0034380329944190074
0.9817805322691364,0.4197846391487568,0.0015287836157628204
0.018219467730863612,0.5802153608512431,0.0015287836157628204
0.9927884447467961,0.9809180337342309,0.00024987685501489044
0.00721155525320389,0.01908196626576909,0.00024987685501489044
0.9807139547190588,0.5306262245554902,0.0014382083842902666
0.01928604528094126,0.46937377544450976,0.0014382083842902666
0.5539914713484236,0.9757213425609517,0.0016429814498914645
0.44600852865157636,0.024278657439048324,0.0016429814498914645
0.5389288654595409,0.08076913843598484,0.0020114235641963425
0.46107113454045917,0.9192308615640151,0.0020114235641963425
0.9989451973066645,0.528380217707159,0.00032043050882869296
0.0010548026933354267,0.4716197822928409,0.00032043050882869296
0.21751328822447857,0.7990994262763964,0.00030755964152160255
0.7824867117755214,0.20090057372360356,0.00030755964152160255
0.9876237811937845,0.19797378257393067,0.0009226625414571342
0.012376218806215573,0.8020262174260693,0.0009226625414571342
0.7846345883352898,0.347503266318992,0.004496997445219672
0.21536541166471018,0.652496733681008,0.004496997445219672
0.7628124457771448,0.17782195565427708,0.0018429032079416647
0.23718755422285517,0.822178044345723,0.0018429032079416647
0.7261878435750863,0.02486524782500238,0.0015449639133436708
0.2738121564249137,0.9751347521749977,0.0015449639133436708
0.01617086548744111,0.35594948304518254,0.001283567460309542
0.9838291345125589,0.6440505169548175,0.001283567460309542
0.9501581862692586,0.0009973997355842994,0.0001302864308806237
0.049841813730741355,0.9990026002644157,0.0001302864308806237
