# Designed quadrature rule — Legendre / uniform (Le) family
# family: legendre
# weight function: uniform on the unit cube, density 1 on [0,1]^d (Lebesgue measure, the unit cube frame of the bank)
# normalization: total mass 1, so the weights sum to 1
# verified: sum of weights = 1   (|sum w - 1| = 3.280e-18)
# domain: [0,1]^d
# d: 4   p: 15   q: 8   n: 690
# exactness: all monomials of total degree <= p
# verified max relative monomial error (BigFloat, 192 bits): 5.735532e-18
# relative error definition: |sum_s w_s prod_k x_sk^a_k - E[x^a]| / max(sum_s |w_s| prod_k |x_sk|^a_k, 1)
# project relative gate: 1.0e-11 (passed)
# min weight: 9.5991231287506152e-05   max weight: 0.0059208056804627221   (all weights positive)
# node range: [4.9983808483291073e-07, 0.99999950016191519] (all nodes strictly inside the cube)
# source file: rules/legendre_d4_p15_n690.csv   (local tree: sync)
# source sha256: a1d55a9df06a2c90975fc26c86dd9874282ace9d44145c7c6c4020726c10e97f
# precision shipped: Float64 round-trip (17 significant digits)
# credit: ours
# credit note: our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d4p15.log), banked 2026-08-30T13:22:05; a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 19:12 UTC. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work
# credit evidence grade: host-provenance-index
# credit evidence: another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d4p15.log), banked 2026-08-30T13:22:05; a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 19:12 UTC
# lineage parent: unrecorded
# lineage chain root: unrecorded
# credit vocabulary: ours | derived-from:<rule> (<paper>) | transcribed:<source> | same-rule:<source> | unrecorded
# tie: no-tie
# tie note: literature survey (publish/shared/literature_best.tsv, source key frontin2021): best published count 728 for this cell, ours is 690
# tie vocabulary: same-rule:<source> | distinct:<source> (equal count, different node set) | unestablished:<source> | no-tie | no-published-count-on-record
# extended precision: twin-shipped
# Float64 file origin: round-down of the extended twin (row order shared with rules_extended/); the source file above is the bank file the twin was refined from
# extended-precision twin: rules_extended/legendre_d4_p15_q8_n690.mp.csv (80 digits, verified rel err 5.941542e-71)
# Float64 file: round-down of the extended twin (row order shared): row i here is row i of the twin rounded to Float64
# extended-precision source sha256: 481ac88542a4f3315000cd53b7f5f15cdfd22d988e3063dc1d7045b188d8f77b
# generated: 2026-09-19T14:47:55 by make_publish.jl
# columns: x1,x2,x3,x4,w
x1,x2,x3,x4,w
0.8937820856562323,0.98526033388959,0.9844290246589905,0.16754474161250707,0.0002425892367141763
0.10621791434376769,0.014739666110410023,0.01557097534100947,0.8324552583874929,0.0002425892367141763
0.32471162531312714,0.24923860014423535,0.9658669520742174,0.690298555647482,0.0016698962149591127
0.6752883746868729,0.7507613998557646,0.03413304792578264,0.30970144435251806,0.0016698962149591127
0.05079407978271557,0.4268427171820064,0.9671084571355771,0.6016918634537364,0.0008393409538261219
0.9492059202172844,0.5731572828179936,0.032891542864422904,0.3983081365462636,0.0008393409538261219
0.3288273734848921,0.7683898776072338,0.32329611271486774,0.13641775273500642,0.003289649297718084
0.6711726265151079,0.2316101223927662,0.6767038872851323,0.8635822472649936,0.003289649297718084
0.6318451383424615,0.4064589332404297,0.002867032813815758,0.4900715248214145,0.0010332450771038677
0.36815486165753847,0.5935410667595703,0.9971329671861843,0.5099284751785855,0.0010332450771038677
0.9124324622628452,0.9643472266768567,0.05137250985354167,0.7357808203301065,0.0005765391180110759
0.08756753773715471,0.035652773323143316,0.9486274901464583,0.26421917966989344,0.0005765391180110759
0.5481935619287747,0.014331980845965509,0.04457219681209477,0.016752626721583088,0.00020977443025938528
0.45180643807122534,0.9856680191540345,0.9554278031879052,0.9832473732784169,0.00020977443025938528
0.31372334747498515,0.7211967869433606,0.6700062755003833,0.01944452579120157,0.0013638859354100459
0.6862766525250148,0.27880321305663935,0.32999372449961667,0.9805554742087984,0.0013638859354100459
0.07572271623274204,0.1527965980436719,0.3096581315431119,0.35984636752035004,0.0018069660761631918
0.9242772837672579,0.847203401956328,0.6903418684568882,0.64015363247965,0.0018069660761631918
0.04653621465663931,0.03171143229816917,0.6147835798053322,0.8754126688709493,0.0007759723126648874
0.9534637853433607,0.9682885677018308,0.38521642019466784,0.12458733112905077,0.0007759723126648874
0.9208127543445005,0.5411307091237479,0.9732206050313812,0.9933651690444575,0.00028060047187205076
0.07918724565549949,0.4588692908762521,0.026779394968618826,0.0066348309555425596,0.00028060047187205076
0.09883590721268186,0.5871924535773767,0.030990454986784335,0.5727009717141717,0.001526848979907773
0.9011640927873181,0.41280754642262324,0.9690095450132157,0.4272990282858283,0.001526848979907773
0.6654604167375164,0.6491116420129176,0.15814996799271838,0.8946579021637899,0.0019956882446850355
0.3345395832624836,0.3508883579870824,0.8418500320072816,0.10534209783621003,0.0019956882446850355
0.004501158312400228,0.27584496138276887,0.9883770886374341,0.8176289689796804,0.00022023049230572534
0.9954988416875997,0.7241550386172312,0.011622911362565913,0.18237103102031954,0.00022023049230572534
0.8115004506189266,0.08748748407029305,0.17656049145346153,0.9053385533291346,0.001036872078598953
