# Designed quadrature rule — Legendre / uniform (Le) family
# family: legendre
# weight function: uniform on the unit cube, density 1 on [0,1]^d (Lebesgue measure, the unit cube frame of the bank)
# normalization: total mass 1, so the weights sum to 1
# verified: sum of weights = 1   (|sum w - 1| = 2.744e-19)
# domain: [0,1]^d
# d: 5   p: 17   q: 9   n: 3872
# exactness: all monomials of total degree <= p
# verified max relative monomial error (BigFloat, 192 bits): 2.361830e-18
# relative error definition: |sum_s w_s prod_k x_sk^a_k - E[x^a]| / max(sum_s |w_s| prod_k |x_sk|^a_k, 1)
# project relative gate: 1.0e-11 (passed)
# min weight: 1.0781137247814255e-05   max weight: 0.0014873203329852512   (all weights positive)
# node range: [4.9978649723913689e-07, 0.99999950021350281] (all nodes strictly inside the cube)
# source file: rules/legendre_d5_p17_n3872.csv   (local tree: sync)
# source sha256: cd8bca104ef0d34813ad4e9ee984c9f32b7d36c9d703886269866726289753d6
# precision shipped: Float64 round-trip (17 significant digits)
# credit: ours
# credit note: our own tooling produced this rule — a worker log names this exact file on a production line — pairbig_d5p17_s21.log: banked legendre_d5_p17_n3872.csv  (relative exactness 1.33e-15); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log pairbig_d5p17_s21.log), banked 2026-09-18T22:22:31; rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none). There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work
# credit evidence grade: log-names-file
# credit evidence: a worker log names this exact file on a production line — pairbig_d5p17_s21.log: banked legendre_d5_p17_n3872.csv  (relative exactness 1.33e-15); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log pairbig_d5p17_s21.log), banked 2026-09-18T22:22:31; rules/lineage records how we made it: promoted from symq/legendre_stage, staged by an earlier run of this tool (update_legendre.jl) (parent none)
# lineage parent: none
# lineage chain root: none
# credit vocabulary: ours | derived-from:<rule> (<paper>) | transcribed:<source> | same-rule:<source> | unrecorded
# tie: no-published-count-on-record
# tie note: no published count for this cell is recorded in the repo
# tie vocabulary: same-rule:<source> | distinct:<source> (equal count, different node set) | unestablished:<source> | no-tie | no-published-count-on-record
# extended precision: twin-shipped
# Float64 file origin: round-down of the extended twin (row order shared with rules_extended/); the source file above is the bank file the twin was refined from
# extended-precision twin: rules_extended/legendre_d5_p17_q9_n3872.mp.csv (80 digits, verified rel err 1.247760e-71)
# Float64 file: round-down of the extended twin (row order shared): row i here is row i of the twin rounded to Float64
# the twin rounded to IEEE binary128 (Float128): verified rel err 3.461490e-36 (0.02 eps128)
# extended-precision source sha256: 3b59bc6c8faa9536f592613c6a5e4a4b73cc0600c6253bfae508edf65fb191a0
# generated: 2026-09-19T21:22:00 by make_publish.jl
# columns: x1,x2,x3,x4,x5,w
x1,x2,x3,x4,x5,w
0.917464085841312,0.02693683936840435,0.9864868043569742,0.9368096166896746,0.9682200822929337,1.724393132284942e-5
0.08253591415868795,0.9730631606315957,0.013513195643025808,0.06319038331032543,0.031779917707066334,1.724393132284942e-5
0.9864168082082653,0.4329488596390541,0.9725864584611437,0.9204567458147327,0.9852841776191024,1.899261720234588e-5
0.013583191791734707,0.567051140360946,0.02741354153885629,0.07954325418526728,0.01471582238089761,1.899261720234588e-5
0.970780565779703,0.9981314682132327,0.1051617103968919,0.9566830447664132,0.12073181454331919,2.22620204079197e-5
0.029219434220296995,0.0018685317867673105,0.8948382896031081,0.04331695523358678,0.8792681854566808,2.22620204079197e-5
0.9906265686130764,0.8812615026479352,0.9665473988435034,0.9891745736171283,0.6900201866345653,2.1120375771111582e-5
0.009373431386923543,0.11873849735206476,0.03345260115649659,0.01082542638287162,0.3099798133654347,2.1120375771111582e-5
0.7341739270791328,0.16577372873250262,0.9997956709144608,4.998779219117807e-7,0.03549728756391961,1.882418950899662e-5
0.26582607292086724,0.8342262712674974,0.00020432908553925832,0.999999500122078,0.9645027124360804,1.882418950899662e-5
0.8949362914300167,0.008376009280974032,0.06290275948337491,0.04286767355271198,0.03873192938211137,2.2322620969240045e-5
0.10506370856998329,0.991623990719026,0.9370972405166251,0.9571323264472881,0.9612680706178887,2.2322620969240045e-5
0.008946889939023352,0.06962022208389217,0.7919170071835305,0.9948468684243547,0.91005747616163,2.3522643634458098e-5
0.9910531100609766,0.9303797779161078,0.20808299281646947,0.005153131575645319,0.08994252383837004,2.3522643634458098e-5
0.9994993412728773,0.15704189336476448,0.928621109998317,0.96975119664364,0.02195070359154536,1.712320247116557e-5
0.0005006587271226454,0.8429581066352355,0.07137889000168297,0.03024880335636,0.9780492964084546,1.712320247116557e-5
0.9884593409410126,0.027825945064530025,0.12427405848200039,0.9955781987994362,0.46098264350544854,2.313778415102737e-5
0.011540659058987431,0.9721740549354699,0.8757259415179997,0.004421801200563772,0.5390173564945515,2.313778415102737e-5
0.5214294934483761,0.7837919497717819,0.01984521040643363,0.008659052000038383,0.004383109549827485,1.0781137247814255e-5
0.4785705065516239,0.21620805022821807,0.9801547895935664,0.9913409479999616,0.9956168904501725,1.0781137247814255e-5
0.9527645555134667,0.02558948489019807,0.005398030800877496,0.05891556057715713,0.3214619966669505,2.203414876222735e-5
0.047235444486533266,0.9744105151098019,0.9946019691991225,0.9410844394228429,0.6785380033330495,2.203414876222735e-5
0.6306001770148015,0.9880148702345761,0.9619796990119974,0.00010518067611307509,0.08959338295054285,1.1005953778642181e-5
0.36939982298519847,0.01198512976542387,0.03802030098800255,0.9998948193238869,0.9104066170494571,1.1005953778642181e-5
0.8615435876244723,0.9828275329006408,0.999976128680071,0.044387147910795274,0.10665721408219665,2.0159948634758106e-5
