# Designed quadrature rule — Legendre / uniform (Le) family
# family: legendre
# weight function: uniform on the unit cube, density 1 on [0,1]^d (Lebesgue measure, the unit cube frame of the bank)
# normalization: total mass 1, so the weights sum to 1
# verified: sum of weights = 1   (|sum w - 1| = 2.144e-18)
# domain: [0,1]^d
# d: 3   p: 43   q: 22   n: 3704
# exactness: all monomials of total degree <= p
# verified max relative monomial error (BigFloat, 192 bits): 2.436298e-18
# relative error definition: |sum_s w_s prod_k x_sk^a_k - E[x^a]| / max(sum_s |w_s| prod_k |x_sk|^a_k, 1)
# project relative gate: 1.0e-11 (passed)
# min weight: 1.5238701364135939e-06   max weight: 0.0011933939416281911   (all weights positive)
# node range: [4.9986850089101148e-07, 0.99999950013149908] (all nodes strictly inside the cube)
# source file: rules/legendre_d3_p43_n3704.csv   (local tree: sync)
# source sha256: c95fbc0600a129d1df3bd5a221c7071fa58225015561a34ee99f3cccf9f36156
# precision shipped: Float64 round-trip (17 significant digits)
# credit: derived-from:dw_d3_p43_n3870.csv (Diallo and Worku, arXiv:2601.14488, their published rule for this same d=3 p=43 cell)
# credit note: our pair elimination started from their published rule in this cell and went below it: the count is ours, the starting point is theirs
# credit evidence grade: host-provenance-index
# credit evidence: another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log dw_warm_d3p43.log), banked 2026-09-18T11:36:19
# lineage parent: legendre_d3_p43_n3706.csv
# lineage chain root: dw:dw_d3_p43_n3870.csv
# credit vocabulary: ours | derived-from:<rule> (<paper>) | transcribed:<source> | same-rule:<source> | unrecorded
# tie: no-tie
# tie note: Diallo and Worku, arXiv:2601.14488: published count(s) 3870 for this cell, ours is 3704
# tie vocabulary: same-rule:<source> | distinct:<source> (equal count, different node set) | unestablished:<source> | no-tie | no-published-count-on-record
# extended precision: twin-shipped
# Float64 file origin: round-down of the extended twin (row order shared with rules_extended/); the source file above is the bank file the twin was refined from
# extended-precision twin: rules_extended/legendre_d3_p43_q22_n3704.mp.csv (80 digits, verified rel err 4.941165e-71)
# Float64 file: round-down of the extended twin (row order shared): row i here is row i of the twin rounded to Float64
# the twin rounded to IEEE binary128 (Float128): verified rel err 2.501494e-36 (0.01 eps128)
# extended-precision source sha256: 2f72ad3382a8a16072bfce1686e052d27b35b41651ad6cff704c2c96cd3c5dc5
# generated: 2026-09-20T18:06:04 by make_publish.jl
# columns: x1,x2,x3,w
x1,x2,x3,w
0.669667378566445,0.457432543733779,0.48373015046767115,0.0008887075277442199
0.330332621433555,0.5425674562662209,0.5162698495323288,0.0008887075277442199
0.4547153421196578,0.6208878155422181,0.5039052444878962,0.0010595760545982652
0.5452846578803422,0.37911218445778194,0.49609475551210386,0.0010595760545982652
0.43911214582694597,0.40458167297714864,0.4948226735271295,0.0008953076225351859
0.560887854173054,0.5954183270228514,0.5051773264728705,0.0008953076225351859
0.996255305039703,0.4970413479143306,0.5902432186561474,6.231857892569571e-5
0.003744694960296949,0.5029586520856694,0.40975678134385257,6.231857892569571e-5
0.5041480821466066,0.9727603317888339,0.5388675951166303,0.00020569177891757102
0.49585191785339344,0.02723966821116603,0.46113240488336976,0.00020569177891757102
0.44083859039454554,0.5539952509645,0.998484046145503,6.418219868318196e-5
0.5591614096054545,0.4460047490355001,0.001515953854496958,6.418219868318196e-5
0.5994866352302219,0.45363518016559184,0.4413577809095157,0.0008222330971281885
0.4005133647697781,0.5463648198344082,0.5586422190904843,0.0008222330971281885
0.43132732859254735,0.6776147524189825,0.5766653405704047,0.0009593714717270089
0.5686726714074527,0.32238524758101744,0.4233346594295952,0.0009593714717270089
0.44431160164844163,0.38329953685042184,0.7483774439299958,0.0008692753264935354
0.5556883983515584,0.6167004631495782,0.25162255607000417,0.0008692753264935354
0.9574549616417724,0.4998495863022604,0.5249734996060642,0.00031750153857399175
0.042545038358227656,0.5001504136977396,0.4750265003939358,0.00031750153857399175
0.45016271654117695,0.9694901611789095,0.4621079027929936,0.000305093637716377
0.5498372834588231,0.030509838821090512,0.5378920972070065,0.000305093637716377
0.5604931417715373,0.48992938532898084,0.9408524871520372,0.0004660124693477248
0.4395068582284627,0.5100706146710191,0.05914751284796284,0.0004660124693477248
0.9190221041570993,0.47365364468633797,0.4250687441294636,0.0003711877433319036
0.08097789584290072,0.526346355313662,0.5749312558705364,0.0003711877433319036
0.44970906410863704,0.866281473915348,0.42345837242536505,0.0005772110731788297
0.5502909358913629,0.13371852608465196,0.576541627574635,0.0005772110731788297
0.604527179777316,0.4812444424330559,0.8868585651451639,0.000390765869609326
0.395472820222684,0.5187555575669441,0.11314143485483602,0.000390765869609326
0.4958285681101393,0.46126262648413363,0.5619485775940619,0.001193393941628191
0.5041714318898607,0.5387373735158664,0.43805142240593803,0.001193393941628191
0.43860406034820465,0.375474118360369,0.6157943302281395,0.0010274557117826235
